=== source: childes_uk ===

-- Conversation 020203::4 (2456 lemmas, speakers: CHI, DAD, MOT) --
  *CHI:	a biscuit .
  *MOT:	i think that be when you be cook fish .
  *CHI:	yeah .
  *MOT:	it go there .
  *MOT:	because they can be quite sticky on the barbeque .
  *MOT:	you put the fish in there and then you close it up and then you can cook it like that .
  *MOT:	and then when you want to turn it over you just turn it over like that to cook both side .
  *MOT:	ah .
  *MOT:	do it have candle for you to blow out .
  *CHI:	yeah .
  *CHI:	because i blow through them and then i blow one more .
  *MOT:	do you .
  *CHI:	mummy cm watch this .
  *MOT:	a knife .
  *CHI:	knife .
  *CHI:	will you put that on there .
  *MOT:	yeah .
  *MOT:	if you want to .
  *CHI:	yeah .
  *CHI:	tool go on that .
  *MOT:	tool .
  *CHI:	no .
  *CHI:	cook thing tool .
  *MOT:	right .
  *CHI:	the mum cm mummy cm what be they call .
  *MOT:	they be call utensil .
  *CHI:	utensil .
  *MOT:	mm hm .
  *MOT:	cook utensil .
  *CHI:	mum cm you can stand them up .
  *CHI:	mum cm what make it stand up .
  *CHI:	and then you open it when it be finish .
  *MOT:	mm hm .
  *MOT:	and then you can take the fish out and put it on a plate .
  *MOT:	barbeque be nice end be not they .
  *CHI:	my daddy have a barbeque .
  *MOT:	do he .
  *CHI:	yeah .
  *CHI:	he cook fish on it and it be hot .
  *MOT:	be it .
  *MOT:	and be it yum .
  *CHI:	yeah .
  *CHI:	and a little one touch it .
  *MOT:	do they .
  *MOT:	who touch it .
  *CHI:	a baby .
  *MOT:	a baby .
  *MOT:	oh dear .
  *CHI:	yeah .
  *CHI:	it be call baby hookwin .
  *MOT:	baby hookwin .
  *CHI:	yeah .
  *CHI:	and he touch it and it burn her .
  *CHI:	but i think he be a girl .
  *MOT:	right .
  *MOT:	i see .
  *CHI:	she be a girl .
  *MOT:	she be a girl .
  *CHI:	yeah .
  *CHI:	and she burn her hand .
  *MOT:	do she .
  *CHI:	on the finger .
  *MOT:	oh dear .
  *MOT:	that be why you must not touch thing end be not it .
  *CHI:	yeah .
  *CHI:	and then i see someone touch a oven .
  *MOT:	no way .
  *MOT:	real .
  *MOT:	oh dear .
  *CHI:	yeah .
  *MOT:	and where be the mummy .
  *CHI:	the mummy be at the shop .
  *MOT:	be she .
  *CHI:	yeah .
  *CHI:	and the dad be at work .
  *MOT:	oh dear .
  *MOT:	so the baby be at home by itself .
  *MOT:	oh dear .
  *MOT:	well that be not very good end be it .
  *CHI:	yeah .
  *CHI:	and she touch the barbeque .
  *MOT:	huh .
  *CHI:	and then the mum and dad come back .
  *MOT:	yeah .
  *CHI:	and then it say baby what do you do to my barbeque .
  *MOT:	goodness me .
  *CHI:	and then the mum say do not you dare touch my dad barbeque .
  *MOT:	right .
  *CHI:	that what the mum say .
  *MOT:	do they .
  *MOT:	i do not think it be very good that they leave the baby home by herself .
  *MOT:	that be not very good end be it .
  *CHI:	no .
  *CHI:	and then she cry .
  *MOT:	i will bet .
  *CHI:	and then the mum and mum and dad be very cross .
  *MOT:	be they .
  *MOT:	oh dear .
  *MOT:	do they send the baby to bed .
  *CHI:	no .
  *CHI:	they send them to the police .
  *MOT:	the police .
  *MOT:	goodness me .
  *MOT:	and what do the police do .
  *CHI:	the police do put water on her and she be cry .
  *MOT:	the police put water on her .
  *CHI:	yeah .
  *MOT:	because she genmod be so naughty .
  *CHI:	yeah .
  *MOT:	oh dear .
  *CHI:	and then she do it again .
  *MOT:	no way .
  *MOT:	my goodness .
  *MOT:	she do not learn her lesson there end do she .
  *CHI:	she do not learn her lesson .
  *MOT:	dear me .
  *CHI:	then she touch it again .
  *MOT:	no .
  *CHI:	and again .
  *MOT:	and what happen .
  *CHI:	she have to go to hospital .
  *MOT:	mm .
  *MOT:	i will bet .
  *CHI:	yeah .
  *CHI:	and she .
  *MOT:	do she real hurt herself .
  *CHI:	yes .
  *CHI:	she hurt herself on the because she be lay on the oven .
  *MOT:	she be lay on the oven .
  *MOT:	goodness me .
  *MOT:	sound like a very naughty baby that .
  *CHI:	yeah .
  *CHI:	and then it have to go to the hospital .
  *MOT:	mm hm .
  *CHI:	and then it put a bandage on her .
  *MOT:	right .
  *CHI:	because she hurt herself .
  *MOT:	mm .
  *CHI:	she hurt herself by a accident .
  *MOT:	oh .
  *MOT:	right .
  *MOT:	and then do she go home .
  *CHI:	yeah .
  *CHI:	when she put a plastic on her .
  *MOT:	right .
  *CHI:	then she go home and then she never do it again .
  *MOT:	oh .
  *MOT:	good .
  *CHI:	and then at the end .
  *MOT:	mm hm .
  *CHI:	she do not remember .
  *MOT:	and she do not remember .
  *CHI:	no .
  *CHI:	she when the fridge be hot .
  *MOT:	mm hm .
  *CHI:	the baby touch it .
  *MOT:	when the fridge be hot the baby touch it .
  *MOT:	dear me .
  *MOT:	when do the fridge get hot .
  *CHI:	you know .
  *CHI:	do you know and then she never touch it ever touch anything that be hot .
  *MOT:	mm good .
  *CHI:	and then she do .
  *MOT:	and then she do .
  *CHI:	yeah .
  *CHI:	then she touch do you know .
  *MOT:	do she have any brother or sister .
  *CHI:	no .
  *MOT:	no .
  *MOT:	well that be good end be not it .
  *CHI:	she do not have any naughty brother .
  *MOT:	mm hm .
  *CHI:	she have one sister .
  *MOT:	do she .
  *CHI:	yeah .
  *MOT:	what be her sister call .
  *MOT:	charlotte what .
  *CHI:	yeah .
  *MOT:	right .
  *CHI:	and then .
  *MOT:	what be her mummy call .
  *CHI:	charlotte .
  *MOT:	her mummy be call charlotte as well .
  *CHI:	yeah .
  *MOT:	oh .
  *MOT:	i see .
  *CHI:	her name be call .
  *MOT:	end be it .
  *CHI:	yeah .
  *MOT:	i see .
  *CHI:	her other name be call katie .
  *MOT:	mm .
  *CHI:	and her first name be call charlotte .
  *MOT:	oh .
  *MOT:	right .
  *CHI:	shake .
  *CHI:	i be go to make some .
  *MOT:	mm .
  *MOT:	what you go to make for .
  *MOT:	we will have to go and make tea in a minute cm helen .
  *CHI:	two .
  *MOT:	you need two .
  *CHI:	yeah .
  *CHI:	x go to make tea .
  *MOT:	you have certain get toy to play with end have not you .
  *CHI:	this be go to be hot .
  *MOT:	what be your favorite toy cm helen .
  *CHI:	everything .
  *MOT:	everything .
  *MOT:	oh .
  *MOT:	that be good .
  *MOT:	there be something stick to your leg .
  *CHI:	what .
  *MOT:	that leg .
  *CHI:	this one .
  *CHI:	fish .
  *MOT:	a fish stick to your leg .
  *CHI:	yeah .
  *CHI:	look .
  *CHI:	it be sick .
  *MOT:	silly .
  *MOT:	that be silly end be not it .
  *CHI:	and the other one be stick to this leg too .
  *MOT:	be it .
  *MOT:	that be silly end be not it .
  *CHI:	what .
  *MOT:	be your leg okay now .
  *MOT:	be your leg good now from when you fall over today .
  *CHI:	x want to see .
  *MOT:	why .
  *MOT:	have you cut yourself .
  *CHI:	well .
  *CHI:	well yesterday i hurt it .
  *MOT:	yesterday .
  *CHI:	yeah .
  *MOT:	how do you hurt it yesterday .
  *CHI:	i bang it on .
  *MOT:	you bang it on that .
  *CHI:	yeah .
  *CHI:	and i hit it .
  *MOT:	do you .
  *MOT:	with those tweezers .
  *CHI:	no .
  *CHI:	with this .
  *MOT:	oh .
  *CHI:	that go open and shut .
  *MOT:	right .
  *CHI:	i just do that .
  *MOT:	leg .
  *CHI:	leg .
  *MOT:	shall we see if we can find the leg .
  *MOT:	where do you think your leg be .
  *MOT:	ah .
  *MOT:	there they be .
  *MOT:	look .
  *CHI:	where .
  *CHI:	ah .
  *CHI:	leg .
  *MOT:	there you go .
  *CHI:	urgh .
  *MOT:	wow .
  *MOT:	look at that .
  *CHI:	now it be big .
  *MOT:	it be end be not it .
  *MOT:	that be salt .
  *MOT:	pepper .
  *MOT:	put slat and pepper on your steak .
  *CHI:	mummy cm not yet .
  *MOT:	okay .
  *CHI:	x have to cut it .
  *MOT:	and do she give you lollipop out at nursery .
  *CHI:	yeah .
  *CHI:	i get one .
  *CHI:	but i just eat mine i have put it in the bin now .
  *MOT:	yeah .
  *CHI:	x do not hurt .
  *MOT:	be that yesterday .
  *CHI:	yeah .
  *MOT:	but we only open the box today .
  *CHI:	mummy .
  *MOT:	what cm helen .
  *CHI:	it be my when i be ten .
  *MOT:	oh .
  *MOT:	it be your when you be ten .
  *CHI:	yeah .
  *MOT:	i see .
  *CHI:	and then i be call when i be ten .
  *MOT:	you be call .
  *CHI:	my other name be call you will not guess .
  *MOT:	no .
  *MOT:	i will not guess .
  *MOT:	you tell me .
  *MOT:	pardon .
  *CHI:	i whisper so you can not hear it .
  *MOT:	say it so i can hear you .
  *CHI:	mummy cm i have to whisper .
  *MOT:	aaron .
  *CHI:	no .
  *CHI:	not aaron .
  *MOT:	no .
  *MOT:	i do not know what you be say .
  *CHI:	mummy .
  *CHI:	because i have to whisper .
  *MOT:	okay .
  *MOT:	i do not know .
  *MOT:	i will never know .
  *CHI:	i will .
  *MOT:	sorry .
  *CHI:	harwood .
  *MOT:	harwood .
  *CHI:	yeah .
  *MOT:	oh .
  *CHI:	my name be call hey .
  *CHI:	that trump .
  *CHI:	someone jump .
  *MOT:	mm .
  *MOT:	do they .
  *CHI:	yeah .
  *MOT:	do you .
  *CHI:	no .
  *MOT:	who be it .
  *CHI:	do you .
  *CHI:	i think be jwww .
  *MOT:	you think it be jwww .
  *CHI:	yeah .
  *CHI:	he trump very loud here .
  *MOT:	do he .
  *CHI:	yeah .
  *CHI:	and then say stop trump very loud jwww .
  *MOT:	thing .
  *CHI:	that what all the child say .
  *MOT:	do they .
  *CHI:	yeah .
  *MOT:	what shall we do tomorrow cm helen .
  *MOT:	it be go to be jwww and awww soon as well end be not it .
  *CHI:	yeah .
  *CHI:	let us sing happy because when it be still their have to sing happy to you happy dear jwww and awww happy to you .
  *MOT:	mm .
  *CHI:	that be what we have to sing because we get two brother .
  *MOT:	you do .
  *MOT:	that be right .
  *CHI:	you have to sing happy to you happy dear jwww and awww happy to you .
  *MOT:	and it will be rwww be as well .
  *CHI:	yeah .
  *CHI:	mum cm that do not go in there .
  *MOT:	rwww be be that same day as jwww .
  *CHI:	be it .
  *MOT:	yeah .
  *CHI:	hey .
  *CHI:	stop it .
  *CHI:	ow .
  *MOT:	we can go and give rwww her present end can not we .
  *CHI:	yeah .
  *CHI:	look .
  *CHI:	snap .
  *CHI:	mummy cm pretend this be a match .
  *MOT:	a match .
  *CHI:	yeah .
  *CHI:	pretend .
  *MOT:	right .
  *CHI:	and then i touch it and then my hand do not burn and i never go to the hospital .
  *CHI:	my hand ever do not hurt .
  *MOT:	right .
  *CHI:	and i do not cry .
  *MOT:	you do not cry .
  *CHI:	because i be a luck girl .
  *MOT:	you be a luck girl if you do not burn yourself .
  *MOT:	you have still get little mark on you from your as well end have not you .
  *MOT:	let me see your back .
  *MOT:	you still get a mark there end have not you .
  *CHI:	yeah .
  *MOT:	oh dear .
  *MOT:	what naughty spot .
  *MOT:	ay .
  *MOT:	can you feel it .
  *MOT:	get one on your tum as well .
  *MOT:	look .
  *CHI:	and here and there and here .
  *MOT:	mm .
  *MOT:	they be take a long time to go away end be not they .
  *CHI:	yeah .
  *CHI:	they be take a very long time .
  *MOT:	mm .
  *CHI:	they be take a very long time to get off me .
  *MOT:	they be end be not they .
  *MOT:	poor little helen .
  *CHI:	i have here .
  *MOT:	you do .
  *MOT:	you have them everywhere end do not you .
  *CHI:	you have them here and here .
  *MOT:	mm .
  *CHI:	x have then everywhere .
  *MOT:	everywhere they be everywhere .
  *CHI:	let us put a little bit of music on .
  *MOT:	no .
  *MOT:	ow ouch .
  *MOT:	you be hurt me .
  *CHI:	mummy .
  *MOT:	yes .
  *CHI:	let us get little music .
  *MOT:	no .
  *MOT:	let us not get little music .
  *MOT:	what you do .
  *MOT:	you be a silly girl .
  *MOT:	have you see those picture from your party yet .
  *CHI:	where be they .
  *MOT:	on the compute .
  *CHI:	i want to turn it off .
  *MOT:	okay then .
  *MOT:	you turn it off .
  *CHI:	have it on then turn it off .
  *MOT:	picture of helen at the party .
  *CHI:	what .
  *MOT:	picture of helen at her party .
  *CHI:	can i see them .
  *MOT:	yeah .
  *MOT:	can see them in a bit .
  *MOT:	after tea .
  *CHI:	after tea .
  *MOT:	and granddad be go now end have not he .
  *CHI:	yeah .
  *MOT:	ah .
  *CHI:	grandma .
  *CHI:	do it have to be like that .
  *MOT:	yeah .
  *MOT:	i think so .
  *CHI:	i think it go like that .
  *MOT:	oh .
  *CHI:	i think it go like this .
  *CHI:	but actual mummy .
  *MOT:	yes .
  *CHI:	do you know where be the pen .
  *MOT:	i do not know cm darling .
  *CHI:	be they in your where your game be .
  *MOT:	no .
  *MOT:	i do not think so .
  *CHI:	but where be they .
  *MOT:	i do not know cm helen .
  *MOT:	should look after your thing end should not you .
  *CHI:	yeah .
  *CHI:	but i know i do not know where they be .
  *MOT:	i do not know .
  *MOT:	think we will have to buy some new one .
  *MOT:	so see if we can buy some new one .
  *CHI:	yeah .
  *CHI:	but do not know where they be .
  *MOT:	i know cm darling .
  *MOT:	it be not fair end be it .
  *CHI:	no .
  *CHI:	oh .
  *CHI:	it be rip .
  *CHI:	this one be rip too .
  *MOT:	well stop tear them out then .
  *CHI:	i do not do this one .
  *CHI:	i do not rip mummy cm we have to put this in .
  *MOT:	okay .
  *MOT:	put it in then .
  *CHI:	put it let us put it here .
  *CHI:	there .
  *MOT:	we need to find some more thing to put these new toy in end do not we .
  *MOT:	a right mess in here end be not it .
  *MOT:	mm .
  *CHI:	when i be cook .
  *CHI:	wait a minute .
  *CHI:	i have got to cook .
  *MOT:	you be go to cook end be you .
  *CHI:	but where be the box .
  *CHI:	oh .
  *CHI:	there it be .
  *CHI:	i go to put all my stuff over here while we go .
  *MOT:	mm .
  *MOT:	have you make new friend at nursery now then .
  *MOT:	helen .
  *CHI:	yeah .
  *MOT:	have you .
  *MOT:	who do you play with .
  *CHI:	lwww .
  *MOT:	and anyone else .
  *CHI:	no .
  *MOT:	no one else .
  *CHI:	just lwww .
  *MOT:	how come .
  *CHI:	what .
  *MOT:	do you play with awww .
  *CHI:	no .
  *MOT:	so do you play with that girl call bwww .
  *CHI:	bwww .
  *MOT:	yeah .
  *CHI:	no .
  *MOT:	no .
  *CHI:	i just talk to her .
  *MOT:	oh .
  *MOT:	right .
  *CHI:	i talk to her .
  *MOT:	do you like go in the morning now .
  *CHI:	yeah .
  *CHI:	look .
  *CHI:	look at this fish it be get eye .
  *MOT:	right .
  *MOT:	okay then .
  *CHI:	watch .
  *CHI:	we do not need this in .
  *MOT:	no .
  *CHI:	x do not need that in .
  *CHI:	can we just put them in like that .
  *MOT:	much end be not it .
  *CHI:	can not i .
  *MOT:	can do if you want .
  *CHI:	i be go have to wait for .
  *CHI:	okay .
  *MOT:	okay .
  *MOT:	do you want me to help you .
  *CHI:	no .
  *MOT:	no .
  *CHI:	just wait there .
  *MOT:	shall i put these bear thing away .
  *CHI:	what .
  *MOT:	shall i put these bear thing away .
  *CHI:	yeah .
  *CHI:	you put the bear thing away .
  *CHI:	no .
  *CHI:	have i forget something in here .
  *CHI:	have i forget something from in there .
  *MOT:	i do not think so .
  *CHI:	put them over here .
  *MOT:	pardon .
  *CHI:	i will put them over here .
  *MOT:	yeah .
  *CHI:	yeah .
  *MOT:	be that everything then .
  *CHI:	that be everything .
  *CHI:	be my room now tidy up .
  *MOT:	mm .
  *MOT:	not quite but it be a bit tidy end be not it .
  *MOT:	shall i carry the box .
  *CHI:	okay .
  *MOT:	yeah .
  *CHI:	you can carry the box for me and i my barbeque .
  *MOT:	come then .
  *MOT:	it be very noise now end be not it .
  *MOT:	hey .
  *CHI:	do you want to turn it down .
  *MOT:	can you turn the sound down on it .
  *MOT:	ay .
  *MOT:	come on .
  *MOT:	let us get your pajamas on cm darling .
  *CHI:	why .
  *MOT:	it be time to get ready for bed now .
  *CHI:	what .
  *MOT:	it be time to get ready for bed now .
  *CHI:	ah .
  *CHI:	right now .
  *MOT:	yes .
  *MOT:	right now .
  *MOT:	you have enjoy play with that today end have not you .
  *MOT:	and daddy put in for you as well end do not he .
  *CHI:	yeah .
  *CHI:	look .
  *MOT:	i know .
  *MOT:	i see .
  *CHI:	and now .
  *MOT:	oh .
  *MOT:	look .
  *MOT:	you get a hole in your tights now .
  *CHI:	you get a hole .
  *CHI:	where do you get the hole from .
  *MOT:	it be when you fall over end be not it .
  *MOT:	today at the train station .
  *MOT:	do you remember .
  *MOT:	when we take granddad to the train station .
  *CHI:	do i fall over .
  *MOT:	you not remember .
  *MOT:	go on .
  *MOT:	turn it off now cm .
  *MOT:	you can play with it tomorrow .
  *CHI:	okay .
  *MOT:	it be good that barbeque set end be not it .
  *CHI:	ow .
  *MOT:	watch your finger .
  *MOT:	what you go to play with tomorrow .
  *CHI:	my barbeque again .
  *MOT:	your barbeque set again .
  *CHI:	yeah .
  *MOT:	you have get toy to open yet end have not you .
  *CHI:	mummy cm i have not open this yet .
  *MOT:	you have not .
  *MOT:	no .
  *MOT:	we will have to open that tomorrow end will not we .
  *MOT:	you .
  *CHI:	mum .
  *MOT:	what .
  *CHI:	do you know .
  *CHI:	mum cm do you know what be those picture .
  *MOT:	i do not know cm .
  *CHI:	be they instruction .
  *MOT:	be they the instruction .
  *MOT:	i do not know cm .
  *MOT:	well find out when we open it end will not we .
  *CHI:	ooh .
  *MOT:	ay .
  *MOT:	come on .
  *MOT:	get your clothes off please .
  *CHI:	wait .
  *CHI:	you have to put this in too .
  *MOT:	think i be go to need to get some crate for you tomorrow .
  *MOT:	something so we can start put .
  *CHI:	crate .
  *MOT:	yeah .
  *MOT:	so we can start tidy up all these toy .
  *CHI:	mummy cm what be a crate .
  *MOT:	crate .
  *MOT:	it be like a box .
  *CHI:	a box .
  *MOT:	yeah .
  *MOT:	like that red crate there .
  *MOT:	that be a crate .
  *MOT:	and then we can put all your toy in there end can not we .
  *MOT:	and then it will be all nice and neat so we just throw it all under your bed .
  *CHI:	mum .
  *MOT:	stand up .
  *MOT:	helen .
  *MOT:	helen .
  *CHI:	hey cm mum cm shall i leave it open .
  *MOT:	if you want to .
  *MOT:	it be up to you .
  *MOT:	that be it .
  *MOT:	come on .
  *MOT:	stand up now please .
  *CHI:	mummy cm that go there .
  *CHI:	a little bag .
  *MOT:	do it .
  *MOT:	right .
  *MOT:	come on .
  *MOT:	stand up please .
  *CHI:	i can take them off .
  *MOT:	there be a zip that you could do .
  *CHI:	oh .
  *MOT:	there .
  *MOT:	you have do it now end have not you .
  *MOT:	so it do not matter .
  *CHI:	no .
  *CHI:	do not mattery .
  *CHI:	mummy cm where do i fall .
  *MOT:	when you be run to the train station .
  *MOT:	do you remember .
  *MOT:	you go across the road and you fall like that end do not you .
  *CHI:	i be run across the road .
  *MOT:	yeah .
  *MOT:	and you trip over the curb end do not you .
  *CHI:	mummy .
  *CHI:	i just hurt my tongue .
  *MOT:	you just what .
  *MOT:	hurt your tongue .
  *MOT:	when you bang my head .
  *CHI:	mummy cm look .
  *MOT:	yeah .
  *MOT:	just a bit of fluff .
  *MOT:	bit of fluff on your toe .
  *CHI:	it be off .
  *MOT:	oh dear .
  *CHI:	mummy cm do you know i think it be off now .
  *MOT:	yeah .
  *MOT:	it be now .
  *CHI:	mummy cm do you know i think it be still morning .
  *MOT:	no .
  *MOT:	it be not still morning .
  *MOT:	it be go to be night time soon .
  *MOT:	helen cm can you stand still while i put your pajamas on please .
  *CHI:	mummy cm i think that what hey cm mummy cm do you know .
  *MOT:	what .
  *CHI:	do you know that white thing be go round .
  *MOT:	be it .
  *CHI:	yeah .
  *CHI:	look .
  *MOT:	oh .
  *MOT:	it be end be not it .
  *MOT:	yeah .
  *MOT:	yeah .
  *CHI:	you have to put it back .
  *MOT:	yeah .
  *MOT:	we will be take it in a minute anyways .
  *CHI:	you will be take it in .
  *MOT:	yeah .
  *MOT:	because the sun will be go down soon and i be not go to leave the wash on the line during the night end be i .
  *CHI:	in the night .
  *MOT:	yeah .
  *CHI:	mummy cm do you know their mums go to bed without put their wash out .
  *MOT:	oh .
  *MOT:	you do not put your wash out at night end do you .
  *CHI:	no .
  *MOT:	just during the day .
  *MOT:	can you take your top off or do you want mummy to help you .
  *MOT:	it have end have not it .
  *CHI:	why be it get eye .
  *MOT:	because fish have eye .
  *CHI:	mummy cm do you know the fish that you make .
  *CHI:	that fish do not have any eye .
  *MOT:	no .
  *CHI:	because only tail that one have .
  *MOT:	yeah .
  *MOT:	because that be because when you eat fish they take all that out .
  *MOT:	because you do not eat the eye end do you .
  *CHI:	no .
  *CHI:	you eat the chicken .
  *CHI:	you do not eat the eye .
  *MOT:	no .
  *MOT:	you do not end do you .
  *MOT:	so .
  *MOT:	do you have fun at your party at .
  *MOT:	do you like that .
  *CHI:	get the button .
  *MOT:	i have already do the button you can take it off now .
  *MOT:	boo .
  *MOT:	be you sleep all by yourself again tonight .
  *CHI:	all by myself .
  *MOT:	yeah .
  *MOT:	you do not need no awww sleep in your now end be there .
  *CHI:	ah .
  *MOT:	what .
  *MOT:	do you like awww sleep with you .
  *CHI:	yeah .
  *MOT:	ah .
  *MOT:	awww be go back to his bed now .
  *CHI:	and where be lwww go to sleep .
  *MOT:	lwww be go to sleep in the spare room where granddad be sleep .
  *CHI:	i like awww when he be sleep with me .
  *MOT:	do you .
  *CHI:	yeah .
  *MOT:	be you not chat and keep awake .
  *CHI:	well awww be go like this .
  *MOT:	be he make silly noise .
  *CHI:	no .
  *CHI:	hey cm mummy cm why do you tell him off .
  *MOT:	i do not know .
  *CHI:	because he be be silly .
  *MOT:	mm .
  *CHI:	be he be a silly billy .
  *MOT:	yeah .
  *CHI:	who be gorgeous .
  *CHI:	me .
  *CHI:	me .
  *MOT:	she be a little cutiepie .
  *CHI:	mummy .
  *MOT:	what cm darling .
  *CHI:	do you know why do that go on that .
  *MOT:	i do not know .
  *MOT:	i do not know what it be .
  *CHI:	it be a cake .
  *MOT:	mm .
  *CHI:	but how do you get it off .
  *MOT:	i do not know cm darling .
  *MOT:	i do not think it be suppose to come off .
  *MOT:	maybe it be just come out but it do not come off .
  *CHI:	i like the bubble and squeak .
  *MOT:	helen .
  *CHI:	mummy cm do you know when they do not need a wee or a poo they trump in the bed .
  *MOT:	helen .
  *CHI:	i do not .
  *MOT:	alright .
  *CHI:	a h p u .
  *MOT:	right .
  *MOT:	can throw these bag away .
  *MOT:	we do not need these bag anymore end do we .
  *CHI:	no .
  *CHI:	mummy cm i be go to tie this pile up .
  *MOT:	well that be important .
  *CHI:	yeah .
  *CHI:	because .
  *MOT:	do you get that for your .
  *CHI:	say yes or no .
  *MOT:	i do not know .
  *MOT:	that be what i be ask you .
  *MOT:	do you get that for your .
  *CHI:	no .
  *MOT:	no .
  *CHI:	yesterday i do .
  *MOT:	where do you get that from .
  *CHI:	i do not know .
  *MOT:	you do not know .
  *CHI:	well you have to tell me .
  *MOT:	i do not know .
  *MOT:	i do not know where you get it from .
  *MOT:	i can not remember .
  *CHI:	she be have halloween candy .
  *MOT:	halloween candy .
  *CHI:	yeah .
  *MOT:	oh .
  *CHI:	she say i get it from halloween candy .
  *MOT:	oh right .
  *MOT:	what be she say .
  *CHI:	she say she need a wee and a poo .
  *MOT:	i do not think so cm helen .
  *MOT:	come on .
  *MOT:	you have a bed time story tonight .
  *CHI:	mummy cm but when we go to bed you say it be a bit too late .
  *MOT:	well that be yesterday cm darling .
  *MOT:	it be not too late tonight .
  *MOT:	when you go to bed yesterday it be too late .
  *CHI:	why .
  *MOT:	because we go out last night end do not we .
  *MOT:	we go with granddad and end do not we .
  *MOT:	we go out for something to eat last night .
  *CHI:	do i .
  *MOT:	yeah .
  *MOT:	you do .
  *MOT:	you have fish and chip remember .
  *MOT:	you have fish and chip and you have those vegetable stick for start end do not you .
  *MOT:	you have carrot and do you have carrot .
  *MOT:	no .
  *MOT:	you have tomato cucumber .
  *CHI:	yeah .
  *CHI:	but they be your tomato .
  *MOT:	yeah .
  *MOT:	you eat my tomato as well .
  *MOT:	and then what do you have for dessert .
  *MOT:	do you have a sundae .
  *CHI:	sundae .
  *MOT:	that be right .
  *MOT:	yeah .
  *CHI:	it be call sundae .
  *MOT:	fudge brown sundae .
  *CHI:	bunch brown sundae .
  *MOT:	fudge brown sundae .
  *CHI:	ah .
  *MOT:	it be delicious .
  *CHI:	mummy cm do you know we share the off it and it be you eat it all .
  *MOT:	do eat it all end do not i .
  *CHI:	yeah .
  *MOT:	i be only tease .
  *MOT:	see if anybody want some but i genmod eat it all end have not i .
  *CHI:	yeah .
  *CHI:	be you only tease .
  *MOT:	yeah .
  *MOT:	because it be end be not it .
  *MOT:	it be all in my tum and it be yum scrummy .
  *CHI:	be it real yum .
  *MOT:	it be real yum .
  *MOT:	in fact i could eat it now .
  *MOT:	do you think i should go out and get one now .
  *CHI:	yeah .
  *CHI:	but it be go to be bed time .
  *MOT:	go to be your bed time but not my bed time .
  *CHI:	mummy cm you know this one be a rhyme about song .
  *MOT:	nursery rhyme that end be not it .
  *CHI:	yeah .
  *CHI:	nursery rhyme .
  *CHI:	it start from look .
  *CHI:	mary have a little lamb .
  *CHI:	ooh .
  *CHI:	x do not know this one .
  *CHI:	you have to sing that one .
  *MOT:	jack and jill go up the hill to fetch a pail of water .
  *MOT:	jack fall down and hurt his crown and jill come tumble after .
  *MOT:	do not know jack and jill .
  *CHI:	mummy cm do you know .
  *CHI:	where be a oh .
  *CHI:	mum cm look at the dog .
  *MOT:	yeah .
  *MOT:	the dog fall down the hill as well end have not he .
  *CHI:	why .
  *MOT:	the hill must be very steep .
  *MOT:	it be a very high hill like .
  *CHI:	yeah .
  *CHI:	like .
  *MOT:	mm .
  *MOT:	do you remember when you walk up .
  *CHI:	ooh .
  *CHI:	i do this one .
  *CHI:	humpty dumpty sit on a wall .
  *CHI:	mum cm do you know .
  *MOT:	mm hm .
  *CHI:	that be humpty dumpty .
  *MOT:	it be end be not it .
  *CHI:	yeah .
  *CHI:	and he have a hat on his head .
  *MOT:	he have get a hat on his head end have not he .
  *CHI:	humpty dumpty sit on a wall .
  *CHI:	humpty dumpty have a great fall .
  *CHI:	all the king horse and all the king man could not put humpty dumpty together again .
  *CHI:	yeah .
  *MOT:	that be fun end be not it .
  *CHI:	mummy cm do it have any plate .
  *MOT:	i do not think so cm darling .
  *MOT:	who do you play with at .
  *CHI:	mummy cm i can not tell because i be cook .
  *MOT:	alright .
  *MOT:	granddad be there as well end be not he .
  *MOT:	granddad and come to your party as well end do not they .
  *CHI:	yeah .
  *MOT:	at .
  *MOT:	but they be not play end be they .
  *CHI:	no .
  *MOT:	do you go down the slide .
  *CHI:	yeah .
  *CHI:	do you .
  *CHI:	i be go to have to scream down it .
  *MOT:	mm .
  *CHI:	because he break his shell .
  *MOT:	he do end do not he .
  *CHI:	ooh .
  *CHI:	i know this one .
  *MOT:	be you make a barbeque for daddy then .
  *MOT:	what be you cook for daddy .
  *CHI:	the mouse run up the clock .
  *CHI:	the clock strike one .
  *CHI:	the mouse run down .
  *CHI:	tick tock .
  *CHI:	ooh .
  *CHI:	hey diddle .
  *CHI:	the cat and the fiddle .
  *CHI:	the cow jump over the moon .
  *CHI:	the dog .
  *MOT:	the little dog laugh .
  *CHI:	to see so much .
  *MOT:	to see such fun .
  *MOT:	and the dish run away .
  *CHI:	no .
  *CHI:	i will do that .
  *CHI:	and the dish run away with the spoon .
  *MOT:	good girl .
  *CHI:	and what be this one .
  *MOT:	simple simon meet a pie man go to the fair .
  *MOT:	say simple simon to the pie man let me taste your ware .
  *MOT:	say the pie man to simple simon show me first your money .
  *CHI:	say simple simon to the pie man indeed i have not any .
  *CHI:	the incy wincy mum cm do you know this one be call the incy wincy spider .
  *MOT:	mm hm .
  *CHI:	the incy wincy spider climb up the water spout .
  *CHI:	down come the rain and wash poor incy out .
